year,month,yrmo,airlineCode,AirlineName,AirportCode,AirportName,TotArrivFlight,TotOnTimeFlight,TotDelayArrFlight,airlineDelay,weatherDelay,nasDelay,securityDelay,lateAircraftDelay,TotArrFlightCancel,TotArrFlightDivert,TotMinArrDelay,AirlineDelayTime,WeatherDelayTime,nasDelayTime,SecurityDelayTime,LateAircraftDelayTime
2018,5,20185,9E,Endeavor Air ,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2507,2164,338,55.72,16.12,136.55,0,129.6,4,1,21647,7059,1510,4803,0,8275
2018,5,20185,9E,Endeavor Air ,BOS,"Boston, MA: Logan International",571,469,90,24.1,5.7,26.7,0,33.51,11,1,5315,1555,182,1195,0,2383
2018,5,20185,9E,Endeavor Air ,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",181,152,25,9.85,1,9.33,0,4.82,4,0,1447,541,27,438,0,441
2018,5,20185,9E,Endeavor Air ,CLT,"Charlotte, NC: Charlotte Douglas International",305,253,47,11.41,0.92,21.92,0,12.75,5,0,3290,709,144,1467,0,970
2018,5,20185,9E,Endeavor Air ,DCA,"Washington, DC: Ronald Reagan Washington National",163,127,30,9.51,0.87,10.09,0,9.52,5,1,3141,1546,40,518,0,1037
2018,5,20185,9E,Endeavor Air ,DEN,"Denver, CO: Denver International",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,20185,9E,Endeavor Air ,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",198,168,28,13.39,1,11.48,0,2.13,0,2,2058,985,125,784,0,164
2018,5,20185,9E,Endeavor Air ,DTW,"Detroit, MI: Detroit Metro Wayne County",1555,1356,193,39.31,11.66,47.17,0,94.87,6,0,17202,5158,1369,2764,0,7911
2018,5,20185,9E,Endeavor Air ,EWR,"Newark, NJ: Newark Liberty International",175,113,57,9.4,1,42.17,0,4.44,3,2,3166,692,51,2143,0,280
2018,5,20185,9E,Endeavor Air ,IAD,"Washington, DC: Washington Dulles International",87,67,18,5.28,2.05,4.65,0,6.02,2,0,1686,300,710,331,0,345
2018,5,20185,9E,Endeavor Air ,IAH,"Houston, TX: George Bush Intercontinental/Houston",106,90,16,2.99,1.68,9.58,0,1.76,0,0,735,130,166,313,0,126
2018,5,20185,9E,Endeavor Air ,JFK,"New York, NY: John F. Kennedy International",2157,1685,415,50.33,17.89,223.43,0,123.34,44,13,36255,6065,3076,17436,0,9678
2018,5,20185,9E,Endeavor Air ,LGA,"New York, NY: LaGuardia",2443,2007,387,70.08,16.08,190.35,0,110.5,42,7,33892,11081,2590,11819,0,8402
2018,5,20185,9E,Endeavor Air ,MSP,"Minneapolis, MN: Minneapolis-St Paul International",733,622,108,24.7,8.97,29.08,0.93,44.32,0,3,8361,2813,1172,1151,14,3211
2018,5,20185,9E,Endeavor Air ,ORD,"Chicago, IL: Chicago O'Hare International",284,188,92,17.25,4.13,50.94,0,19.68,4,0,8429,1429,328,5089,0,1583
2018,5,20185,9E,Endeavor Air ,PHL,"Philadelphia, PA: Philadelphia International",139,109,28,4.05,0,17.91,0,6.04,2,0,3613,866,0,2184,0,563
2018,5,20185,AA,American Airlines ,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1008,761,227,62.44,10.66,85.59,0.2,68.11,19,1,14605,3717,1090,3441,14,6343
2018,5,20185,AA,American Airlines ,BOS,"Boston, MA: Logan International",2479,1943,500,148.87,24.44,163.05,0.92,162.72,32,4,29284,8437,2353,7248,22,11224
2018,5,20185,AA,American Airlines ,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",479,339,127,45.02,4.25,38.89,0.1,38.75,10,3,7612,2573,288,2237,8,2506
2018,5,20185,AA,American Airlines ,CLT,"Charlotte, NC: Charlotte Douglas International",8470,7046,1320,351.99,54.11,409.23,2,502.67,80,24,81284,22117,5152,19569,53,34393
2018,5,20185,AA,American Airlines ,DCA,"Washington, DC: Ronald Reagan Washington National",2030,1562,415,110.86,13.6,146.01,0,144.52,44,9,29014,7625,1424,8427,0,11538
2018,5,20185,AA,American Airlines ,DEN,"Denver, CO: Denver International",933,709,210,81.84,6.17,62.13,1.18,58.67,13,1,12637,4774,496,2604,29,4734
2018,5,20185,AA,American Airlines ,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12065,10046,1843,466.49,99.53,390.4,3.87,882.71,160,16,163006,55014,9371,22386,129,76106
2018,5,20185,AA,American Airlines ,DTW,"Detroit, MI: Detroit Metro Wayne County",518,385,125,45.6,7.11,22.26,1.13,48.89,8,0,8891,3419,846,1015,64,3547
2018,5,20185,AA,American Airlines ,EWR,"Newark, NJ: Newark Liberty International",656,405,237,39.69,6.76,136.51,0.38,53.67,12,2,16363,3836,597,7636,21,4273
2018,5,20185,AA,American Airlines ,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",510,368,136,46.14,5.99,45.42,0,38.45,3,3,7415,2079,490,1620,0,3226
2018,5,20185,AA,American Airlines ,HNL,"Honolulu, HI: Daniel K Inouye International",256,213,43,16.73,1.74,18.64,0,5.88,0,0,2331,1140,104,497,0,590
2018,5,20185,AA,American Airlines ,IAD,"Washington, DC: Washington Dulles International",266,202,53,14.54,3.47,19.46,0,15.52,8,3,2911,854,295,925,0,837
2018,5,20185,AA,American Airlines ,IAH,"Houston, TX: George Bush Intercontinental/Houston",700,548,136,60.97,5.16,24.78,0,45.08,14,2,8931,3635,470,1684,0,3142
2018,5,20185,AA,American Airlines ,JFK,"New York, NY: John F. Kennedy International",1413,1054,334,98.7,17.98,139.14,0.6,77.57,16,9,26299,7637,2971,7690,21,7980
2018,5,20185,AA,American Airlines ,LAS,"Las Vegas, NV: McCarran International",1210,947,252,89.9,9.02,69.77,0,83.3,10,1,15430,5615,949,2843,0,6023
2018,5,20185,AA,American Airlines ,LAX,"Los Angeles, CA: Los Angeles International",3450,2855,568,175.04,27.94,185.65,0,179.37,23,4,35821,13884,1900,6688,0,13349
2018,5,20185,AA,American Airlines ,LGA,"New York, NY: LaGuardia",1908,1492,358,108.68,29.33,112.54,0.16,107.29,43,15,23092,5868,2367,7553,6,7298
2018,5,20185,AA,American Airlines ,MCO,"Orlando, FL: Orlando International",1554,1204,331,118.29,16.85,90.63,0.84,104.39,15,4,19058,7073,1406,3685,21,6873
2018,5,20185,AA,American Airlines ,MIA,"Miami, FL: Miami International",4337,3278,987,255.89,19.72,401.78,1.82,307.78,52,20,69365,21030,2594,18198,65,27478
2018,5,20185,AA,American Airlines ,MSP,"Minneapolis, MN: Minneapolis-St Paul International",601,443,142,49.7,3.52,36.49,0,52.29,11,5,8099,3255,304,1171,0,3369
2018,5,20185,AA,American Airlines ,ORD,"Chicago, IL: Chicago O'Hare International",5458,4031,1246,248.69,45.98,604.73,0,346.61,121,60,91053,16812,4844,39999,0,29398
2018,5,20185,AA,American Airlines ,PDX,"Portland, OR: Portland International",342,278,62,30.63,1.51,10.07,1,18.79,2,0,3896,2103,120,352,18,1303
2018,5,20185,AA,American Airlines ,PHL,"Philadelphia, PA: Philadelphia International",4076,2957,1053,213.06,24.24,580.73,0.79,234.18,54,12,68575,17585,1966,28285,25,20714
2018,5,20185,AA,American Airlines ,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4810,4176,607,201.83,23.81,157,0.33,224.03,22,5,37703,13622,1501,5675,17,16888
2018,5,20185,AA,American Airlines ,SAN,"San Diego, CA: San Diego International",760,607,145,54.04,7.38,33.94,0,49.65,7,1,8520,3312,620,1542,0,3046
2018,5,20185,AA,American Airlines ,SEA,"Seattle, WA: Seattle/Tacoma International",716,541,171,54.76,10.83,43.56,0.08,61.77,3,1,10152,3284,728,1566,9,4565
2018,5,20185,AA,American Airlines ,SFO,"San Francisco, CA: San Francisco International",1158,773,374,67.75,11.27,214.62,0.35,80.01,11,0,26411,5180,947,12914,33,7337
2018,5,20185,AA,American Airlines ,SLC,"Salt Lake City, UT: Salt Lake City International",386,297,81,27.59,4.04,20.5,0,28.87,4,4,4668,1475,189,703,0,2301
2018,5,20185,AA,American Airlines ,TPA,"Tampa, FL: Tampa International",1073,788,273,89.75,11.09,83.46,0.95,87.75,9,3,15252,4639,873,3198,38,6504
2018,5,20185,AS,Alaska Airlines ,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,58,4,0,0,3,0,1,0,0,92,0,0,77,0,15
2018,5,20185,AS,Alaska Airlines ,BOS,"Boston, MA: Logan International",295,251,44,13.08,0,29.91,0,1.01,0,0,1769,687,0,1043,0,39
2018,5,20185,AS,Alaska Airlines ,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",120,104,14,3.64,0,9.91,0,0.46,0,2,505,186,0,298,0,21
2018,5,20185,AS,Alaska Airlines ,DCA,"Washington, DC: Ronald Reagan Washington National",153,116,35,7.15,0,24.18,0,3.66,0,2,1338,275,0,905,0,158
2018,5,20185,AS,Alaska Airlines ,DEN,"Denver, CO: Denver International",208,160,46,13.24,0,26.43,0.09,6.24,1,1,1740,600,0,810,17,313
2018,5,20185,AS,Alaska Airlines ,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",124,107,17,2.97,0,10.88,0.58,2.57,0,0,644,83,0,480,11,70
2018,5,20185,AS,Alaska Airlines ,DTW,"Detroit, MI: Detroit Metro Wayne County",91,82,9,4.17,0,4.54,0,0.29,0,0,247,153,0,88,0,6
2018,5,20185,AS,Alaska Airlines ,EWR,"Newark, NJ: Newark Liberty International",415,279,132,17.15,0,97.95,0.15,16.75,1,3,6176,1043,0,4552,6,575
2018,5,20185,AS,Alaska Airlines ,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",103,77,25,7.91,0,13.8,1.31,1.98,0,1,1230,611,0,527,42,50
2018,5,20185,AS,Alaska Airlines ,HNL,"Honolulu, HI: Daniel K Inouye International",261,216,44,11.28,0,19.13,0,13.59,0,1,1981,579,0,660,0,742
2018,5,20185,AS,Alaska Airlines ,IAD,"Washington, DC: Washington Dulles International",176,130,45,11.34,0,27.56,0.07,6.03,0,1,1502,556,0,770,3,173
2018,5,20185,AS,Alaska Airlines ,IAH,"Houston, TX: George Bush Intercontinental/Houston",57,52,5,1.7,0,3.3,0,0,0,0,185,44,0,141,0,0
2018,5,20185,AS,Alaska Airlines ,JFK,"New York, NY: John F. Kennedy International",425,312,110,26.92,0,68.59,0.11,14.38,2,1,5867,1735,0,3354,4,774
2018,5,20185,AS,Alaska Airlines ,LAS,"Las Vegas, NV: McCarran International",713,553,154,39.59,0.19,75.98,0.43,37.81,5,1,7188,2190,7,2745,9,2237
2018,5,20185,AS,Alaska Airlines ,LAX,"Los Angeles, CA: Los Angeles International",1954,1481,452,107.6,2.93,256.41,0.35,84.7,21,0,20143,6233,173,8962,7,4768
2018,5,20185,AS,Alaska Airlines ,MCO,"Orlando, FL: Orlando International",174,139,34,4.57,0,27.95,0,1.48,0,1,1222,205,0,967,0,50
2018,5,20185,AS,Alaska Airlines ,MSP,"Minneapolis, MN: Minneapolis-St Paul International",59,52,7,1.75,0.6,0.99,0,3.66,0,0,175,38,12,21,0,104
2018,5,20185,AS,Alaska Airlines ,ORD,"Chicago, IL: Chicago O'Hare International",292,221,69,13.74,0,46.16,0,9.1,0,2,3388,655,0,2301,0,432
2018,5,20185,AS,Alaska Airlines ,PDX,"Portland, OR: Portland International",1656,1481,168,43.91,2.84,69.85,1.92,49.47,7,0,8708,2519,237,2134,38,3780
2018,5,20185,AS,Alaska Airlines ,PHL,"Philadelphia, PA: Philadelphia International",94,70,24,4.26,0,18.49,0,1.25,0,0,1123,109,0,963,0,51
2018,5,20185,AS,Alaska Airlines ,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",235,196,39,10.51,0,22.3,0.5,5.69,0,0,1380,639,0,539,9,193
2018,5,20185,AS,Alaska Airlines ,SAN,"San Diego, CA: San Diego International",726,585,125,25.4,0.38,68.68,1,29.55,13,3,4360,1073,9,1707,54,1517
2018,5,20185,AS,Alaska Airlines ,SEA,"Seattle, WA: Seattle/Tacoma International",5604,4835,739,170.24,11.44,343.68,3.78,209.86,18,12,33103,10526,1254,9556,141,11626
2018,5,20185,AS,Alaska Airlines ,SFO,"San Francisco, CA: San Francisco International",2465,1553,844,129.81,13.91,543.74,3.45,153.1,53,15,49737,8149,1776,30441,138,9233
2018,5,20185,AS,Alaska Airlines ,SLC,"Salt Lake City, UT: Salt Lake City International",147,125,22,6.51,0,7.76,0.76,6.96,0,0,958,451,0,208,13,286
2018,5,20185,AS,Alaska Airlines ,TPA,"Tampa, FL: Tampa International",31,27,4,1,0,3,0,0,0,0,159,25,0,134,0,0
2018,5,20185,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",298,205,90,44.88,1.31,20.78,0,23.03,1,2,6331,3136,433,847,0,1915
2018,5,20185,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4554,3225,1273,328.34,13.07,296.73,2.92,631.94,46,10,80595,20212,1339,17125,93,41826
2018,5,20185,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",244,157,80,42.37,0.77,12.65,0,24.22,5,2,5687,2255,46,920,0,2466
2018,5,20185,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",120,86,31,16.54,0.25,10.87,0,3.34,2,1,1521,949,16,440,0,116
2018,5,20185,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",917,658,231,102.05,2.84,72.06,0,54.05,20,8,16328,6330,150,5483,0,4365
2018,5,20185,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",89,47,42,17.46,0,12.28,0.72,11.54,0,0,2131,868,0,446,51,766
2018,5,20185,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",58,46,12,10.02,0,1.91,0,0.06,0,0,731,567,0,158,0,6
2018,5,20185,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",124,87,35,18.22,0.9,6.24,0,9.64,2,0,2261,892,163,284,0,922
2018,5,20185,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",754,458,277,52.95,1,147.39,0,75.65,16,3,20215,3697,28,10574,0,5916
2018,5,20185,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2141,1407,691,207.22,5.3,204.53,1.41,272.53,34,9,46625,12666,766,9030,28,24135
2018,5,20185,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",173,116,55,28.18,0.87,10.02,0,15.93,2,0,3253,1349,71,434,0,1399
2018,5,20185,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3731,2732,939,233.79,11.66,364.98,5.5,323.07,47,13,60491,13516,932,22720,278,23045
2018,5,20185,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",432,343,88,39.37,1.31,23.37,0,23.95,0,1,4471,1934,209,796,0,1532
2018,5,20185,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",551,446,105,50.21,0,29.84,0,24.96,0,0,7330,3855,0,1225,0,2250
2018,5,20185,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",522,391,116,39.56,0.86,46.08,0,29.5,11,4,8008,2979,26,3301,0,1702
2018,5,20185,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1654,1185,436,145.4,3.03,92.25,1,194.33,32,1,30179,10135,532,3367,21,16124
2018,5,20185,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",87,67,19,9.77,0,5.81,0.09,3.33,0,1,1192,621,0,325,5,241
2018,5,20185,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",242,134,102,30.54,2.17,52.22,0,17.06,3,3,7317,1827,422,3969,0,1099
2018,5,20185,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",126,87,38,13.9,0,8.89,1,14.22,1,0,2281,1236,0,276,64,705
2018,5,20185,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",231,132,99,33.37,1.11,39.43,0,25.09,0,0,7149,1962,141,2721,0,2325
2018,5,20185,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,40,22,9.57,0.32,7.28,0,4.83,0,0,1254,453,29,300,0,472
2018,5,20185,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",186,157,29,14.83,0.72,10.22,0,3.23,0,0,2068,1200,74,629,0,165
2018,5,20185,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",205,154,51,19.14,0.72,19.57,0,11.57,0,0,2479,1270,55,620,0,534
2018,5,20185,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",516,341,168,34.76,2.5,102.81,0,27.93,7,0,11479,1889,869,6202,0,2519
2018,5,20185,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",248,181,67,26.93,1.12,17.38,0,21.57,0,0,3640,1517,93,726,0,1304
2018,5,20185,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",417,286,121,58.29,0,33.7,0,29.01,8,2,5894,2598,0,1275,0,2021
2018,5,20185,DL,Delta Air Lines ,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21384,18256,3095,804.37,107.55,1198.66,2.65,981.76,3,30,186765,72239,9337,47349,218,57622
2018,5,20185,DL,Delta Air Lines ,BOS,"Boston, MA: Logan International",1572,1361,209,56.77,9.67,81.16,1,60.4,1,1,13639,3902,788,5167,25,3757
2018,5,20185,DL,Delta Air Lines ,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",651,546,103,32.04,4.32,53.38,0,13.25,1,1,9433,2416,407,5841,0,769
2018,5,20185,DL,Delta Air Lines ,CLT,"Charlotte, NC: Charlotte Douglas International",490,404,85,24.03,2.47,40.99,0,17.51,0,1,4597,1491,169,1767,0,1170
2018,5,20185,DL,Delta Air Lines ,DCA,"Washington, DC: Ronald Reagan Washington National",788,622,162,48.7,8.13,82.5,0,22.67,1,3,14354,2789,1352,8663,0,1550
2018,5,20185,DL,Delta Air Lines ,DEN,"Denver, CO: Denver International",1021,895,124,42.81,9.67,44.72,0,26.8,0,2,6825,3478,387,1786,0,1174
2018,5,20185,DL,Delta Air Lines ,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",560,479,81,30.05,2.2,24.07,0,24.68,0,0,4711,1803,107,1455,0,1346
2018,5,20185,DL,Delta Air Lines ,DTW,"Detroit, MI: Detroit Metro Wayne County",4836,4300,535,156.56,27.82,161.37,1,188.25,0,1,36761,14436,2830,6525,86,12884
2018,5,20185,DL,Delta Air Lines ,EWR,"Newark, NJ: Newark Liberty International",483,330,149,26.35,6.41,99.7,0,16.54,1,3,10659,1819,341,7587,0,912
2018,5,20185,DL,Delta Air Lines ,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",952,785,164,71.43,3.67,64.24,0,24.67,0,3,8545,4588,224,2242,0,1491
2018,5,20185,DL,Delta Air Lines ,HNL,"Honolulu, HI: Daniel K Inouye International",259,221,38,13.91,0,18.61,0,5.49,0,0,1791,994,0,499,0,298
2018,5,20185,DL,Delta Air Lines ,IAD,"Washington, DC: Washington Dulles International",224,172,51,18.33,1.26,21.01,0,10.41,1,0,2945,876,101,1509,0,459
2018,5,20185,DL,Delta Air Lines ,IAH,"Houston, TX: George Bush Intercontinental/Houston",259,209,44,21.54,1.35,11.54,0,9.57,0,6,2163,1071,55,406,0,631
2018,5,20185,DL,Delta Air Lines ,JFK,"New York, NY: John F. Kennedy International",2621,2089,514,112.65,15.24,288.56,2,95.55,1,17,31394,8997,1374,13728,91,7204
2018,5,20185,DL,Delta Air Lines ,LAS,"Las Vegas, NV: McCarran International",1116,985,131,49.6,8.31,40.74,0,32.35,0,0,6467,2693,565,1565,0,1644
2018,5,20185,DL,Delta Air Lines ,LAX,"Los Angeles, CA: Los Angeles International",3107,2596,507,141.98,14.08,226.41,1.89,122.63,2,2,25258,8978,1154,8047,107,6972
2018,5,20185,DL,Delta Air Lines ,LGA,"New York, NY: LaGuardia",2047,1756,275,62.17,10.03,145.72,0,57.09,2,14,21158,5487,449,11562,0,3660
2018,5,20185,DL,Delta Air Lines ,MCO,"Orlando, FL: Orlando International",1612,1340,271,91.45,10,111.18,0,58.37,0,1,12783,4983,861,3810,0,3129
2018,5,20185,DL,Delta Air Lines ,MDW,"Chicago, IL: Chicago Midway International",170,145,25,11.51,1.17,4.94,0,7.38,0,0,1828,669,177,326,0,656
2018,5,20185,DL,Delta Air Lines ,MIA,"Miami, FL: Miami International",810,659,149,57.79,4.4,72.5,0,14.31,0,2,7683,3309,335,3222,0,817
2018,5,20185,DL,Delta Air Lines ,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5391,4800,555,178.13,27.45,197.11,1,151.31,4,32,43400,18214,3829,10294,26,11037
2018,5,20185,DL,Delta Air Lines ,ORD,"Chicago, IL: Chicago O'Hare International",772,580,189,37.18,9.9,116.98,0,24.93,0,3,15560,2414,2430,9299,0,1417
2018,5,20185,DL,Delta Air Lines ,PDX,"Portland, OR: Portland International",540,487,53,27.6,3.4,11.76,0,10.24,0,0,2054,1029,164,317,0,544
2018,5,20185,DL,Delta Air Lines ,PHL,"Philadelphia, PA: Philadelphia International",547,409,138,31.4,4.92,83.31,0,18.38,0,0,9834,1678,1472,5565,0,1119
2018,5,20185,DL,Delta Air Lines ,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",720,638,82,26.21,8.32,30.53,0,16.94,0,0,4839,2225,458,1229,0,927
2018,5,20185,DL,Delta Air Lines ,SAN,"San Diego, CA: San Diego International",670,592,78,29.23,2.98,31.06,0,14.72,0,0,3785,1713,188,1059,0,825
2018,5,20185,DL,Delta Air Lines ,SEA,"Seattle, WA: Seattle/Tacoma International",2185,1924,260,99.98,14.58,86.9,0,58.54,0,1,13515,6590,970,2585,0,3370
2018,5,20185,DL,Delta Air Lines ,SFO,"San Francisco, CA: San Francisco International",1237,821,413,63.87,6.12,304.2,1,37.81,0,3,24636,4479,433,17388,50,2286
2018,5,20185,DL,Delta Air Lines ,SLC,"Salt Lake City, UT: Salt Lake City International",3719,3233,472,128.03,11.75,161.02,0,171.2,0,14,27500,10295,843,5651,0,10711
2018,5,20185,DL,Delta Air Lines ,TPA,"Tampa, FL: Tampa International",1030,875,152,61.32,4.73,48.83,0,37.12,1,2,8461,4328,235,1730,0,2168
2018,5,20185,EV,ExpressJet Airlines ,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",830,683,142,51.18,0,35.36,0,55.46,3,2,12418,6316,0,1526,0,4576
2018,5,20185,EV,ExpressJet Airlines ,BOS,"Boston, MA: Logan International",121,104,17,7.22,0,7.75,0,2.03,0,0,1564,888,0,643,0,33
2018,5,20185,EV,ExpressJet Airlines ,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",116,99,12,1.14,0,2.55,0,8.31,5,0,812,119,0,263,0,430
2018,5,20185,EV,ExpressJet Airlines ,CLT,"Charlotte, NC: Charlotte Douglas International",249,209,37,12.77,0,9.88,0,14.35,1,2,3723,1747,0,354,0,1622
2018,5,20185,EV,ExpressJet Airlines ,DCA,"Washington, DC: Ronald Reagan Washington National",314,250,51,9.95,0,20.89,0,20.16,10,3,2888,752,0,1146,0,990
2018,5,20185,EV,ExpressJet Airlines ,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",965,832,123,45.12,0,12.25,0,65.62,9,1,14876,9659,0,597,0,4620
2018,5,20185,EV,ExpressJet Airlines ,DTW,"Detroit, MI: Detroit Metro Wayne County",115,104,11,7.75,0,3.22,0,0.03,0,0,1055,991,0,62,0,2
2018,5,20185,EV,ExpressJet Airlines ,EWR,"Newark, NJ: Newark Liberty International",1588,1024,519,28.72,4.54,406.57,0,79.17,42,3,42669,2706,1851,32162,0,5950
2018,5,20185,EV,ExpressJet Airlines ,IAH,"Houston, TX: George Bush Intercontinental/Houston",2939,2653,267,40.14,15.41,143.91,0,67.53,6,13,27226,6725,3351,12410,0,4740
2018,5,20185,EV,ExpressJet Airlines ,LGA,"New York, NY: LaGuardia",618,503,103,25.87,1,48.13,0,28,9,3,7835,3396,15,2476,0,1948
2018,5,20185,EV,ExpressJet Airlines ,MSP,"Minneapolis, MN: Minneapolis-St Paul International",135,112,21,8.73,0,5.65,0,6.61,0,2,1030,539,0,138,0,353
2018,5,20185,EV,ExpressJet Airlines ,ORD,"Chicago, IL: Chicago O'Hare International",615,461,129,17.98,7.92,71.57,0,31.53,16,9,12366,1877,861,7092,0,2536
2018,5,20185,EV,ExpressJet Airlines ,SLC,"Salt Lake City, UT: Salt Lake City International",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,20185,F9,Frontier Airlines ,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",324,229,89,23.04,1.24,36.01,0,28.71,5,1,4975,1069,117,1374,0,2415
2018,5,20185,F9,Frontier Airlines ,CLT,"Charlotte, NC: Charlotte Douglas International",126,89,35,5.67,1.35,12.7,0,15.27,1,1,3082,695,31,460,0,1896
2018,5,20185,F9,Frontier Airlines ,DCA,"Washington, DC: Ronald Reagan Washington National",93,63,28,6.93,0.69,8.6,0,11.78,0,2,2157,350,91,455,0,1261
2018,5,20185,F9,Frontier Airlines ,DEN,"Denver, CO: Denver International",1998,1473,505,111.71,5.54,129.25,0,258.5,16,4,40382,8241,247,6328,0,25566
2018,5,20185,F9,Frontier Airlines ,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",65,44,21,5.49,0,6.7,0,8.81,0,0,1548,313,0,384,0,851
2018,5,20185,F9,Frontier Airlines ,DTW,"Detroit, MI: Detroit Metro Wayne County",92,71,20,9.37,0,7.43,0,3.19,1,0,1880,517,0,838,0,525
2018,5,20185,F9,Frontier Airlines ,IAD,"Washington, DC: Washington Dulles International",124,75,47,9.96,0.33,15.78,0,20.93,1,1,4017,1011,26,769,0,2211
2018,5,20185,F9,Frontier Airlines ,IAH,"Houston, TX: George Bush Intercontinental/Houston",62,41,20,3.16,0.03,5.34,0,11.47,1,0,1286,87,2,284,0,913
2018,5,20185,F9,Frontier Airlines ,LAS,"Las Vegas, NV: McCarran International",550,395,152,39,1.19,36.8,0,75.01,3,0,12184,3063,45,1785,0,7291
2018,5,20185,F9,Frontier Airlines ,LAX,"Los Angeles, CA: Los Angeles International",93,66,25,7.03,0,9.32,0,8.65,1,1,1432,378,0,360,0,694
2018,5,20185,F9,Frontier Airlines ,LGA,"New York, NY: LaGuardia",93,62,28,8.49,0.42,11.73,0,7.36,2,1,1348,335,36,518,0,459
2018,5,20185,F9,Frontier Airlines ,MCO,"Orlando, FL: Orlando International",716,530,173,41.27,1.91,52.67,0,77.15,11,2,14419,2957,138,2273,0,9051
2018,5,20185,F9,Frontier Airlines ,MIA,"Miami, FL: Miami International",81,49,29,10.06,0,12.26,0,6.69,2,1,1749,476,0,415,0,858
2018,5,20185,F9,Frontier Airlines ,MSP,"Minneapolis, MN: Minneapolis-St Paul International",162,136,26,13.59,1,7.72,0,3.69,0,0,2244,1014,118,550,0,562
2018,5,20185,F9,Frontier Airlines ,ORD,"Chicago, IL: Chicago O'Hare International",235,140,86,13.94,0,36.21,0,35.86,6,3,8516,2383,0,2862,0,3271
2018,5,20185,F9,Frontier Airlines ,PDX,"Portland, OR: Portland International",73,51,22,5.49,0,4.73,0,11.79,0,0,1478,450,0,203,0,825
2018,5,20185,F9,Frontier Airlines ,PHL,"Philadelphia, PA: Philadelphia International",475,291,179,32.7,0,88.51,0,57.8,2,3,14160,2485,0,6398,0,5277
